"QDate","FwdYM","FwdPrice","SpotPrice","BCHMark","MMDiff","QYM"
2006-05-08,2006-05-15,64.93,64.93,"DUBAI",0,2006-05-15
2006-05-08,2006-06-15,66.22,64.93,"DUBAI",1,2006-05-15
2006-05-08,2006-07-15,66.82,64.93,"DUBAI",2,2006-05-15
2006-05-08,2006-08-15,67.57,64.93,"DUBAI",3,2006-05-15
2006-05-08,2006-09-15,67.57,64.93,"DUBAI",4,2006-05-15
2006-05-08,2006-10-15,68.37,64.93,"DUBAI",5,2006-05-15
2006-05-08,2006-11-15,68.37,64.93,"DUBAI",6,2006-05-15
2006-05-08,2006-12-15,68.37,64.93,"DUBAI",7,2006-05-15
2006-05-08,2007-01-15,68.69,64.93,"DUBAI",8,2006-05-15
2006-05-08,2007-02-15,68.69,64.93,"DUBAI",9,2006-05-15
2006-05-08,2007-03-15,68.69,64.93,"DUBAI",10,2006-05-15
2006-05-09,2006-05-15,64.85,64.85,"DUBAI",0,2006-05-15
2006-05-09,2006-06-15,65.7,64.85,"DUBAI",1,2006-05-15
2006-05-09,2006-07-15,66.28,64.85,"DUBAI",2,2006-05-15
2006-05-09,2006-08-15,67.045,64.85,"DUBAI",3,2006-05-15
2006-05-09,2006-09-15,67.045,64.85,"DUBAI",4,2006-05-15
2006-05-09,2006-10-15,67.92,64.85,"DUBAI",5,2006-05-15
2006-05-09,2006-11-15,67.92,64.85,"DUBAI",6,2006-05-15
2006-05-09,2006-12-15,67.92,64.85,"DUBAI",7,2006-05-15
2006-05-09,2007-01-15,68.34,64.85,"DUBAI",8,2006-05-15
2006-05-09,2007-02-15,68.34,64.85,"DUBAI",9,2006-05-15
2006-05-09,2007-03-15,68.34,64.85,"DUBAI",10,2006-05-15
2006-05-10,2006-05-15,65.77,65.77,"DUBAI",0,2006-05-15
2006-05-10,2006-06-15,66.2,65.77,"DUBAI",1,2006-05-15
2006-05-10,2006-07-15,66.81,65.77,"DUBAI",2,2006-05-15
2006-05-10,2006-08-15,67.59,65.77,"DUBAI",3,2006-05-15
2006-05-10,2006-09-15,67.59,65.77,"DUBAI",4,2006-05-15
2006-05-10,2006-10-15,68.52,65.77,"DUBAI",5,2006-05-15
2006-05-10,2006-11-15,68.52,65.77,"DUBAI",6,2006-05-15
2006-05-10,2006-12-15,68.52,65.77,"DUBAI",7,2006-05-15
2006-05-10,2007-01-15,69,65.77,"DUBAI",8,2006-05-15
2006-05-10,2007-02-15,69,65.77,"DUBAI",9,2006-05-15
2006-05-10,2007-03-15,69,65.77,"DUBAI",10,2006-05-15
2006-05-11,2006-05-15,67.25,67.25,"DUBAI",0,2006-05-15
2006-05-11,2006-06-15,67.85,67.25,"DUBAI",1,2006-05-15
2006-05-11,2006-07-15,68.44,67.25,"DUBAI",2,2006-05-15
2006-05-11,2006-08-15,69.205,67.25,"DUBAI",3,2006-05-15
2006-05-11,2006-09-15,69.205,67.25,"DUBAI",4,2006-05-15
2006-05-11,2006-10-15,70.1,67.25,"DUBAI",5,2006-05-15
2006-05-11,2006-11-15,70.1,67.25,"DUBAI",6,2006-05-15
2006-05-11,2006-12-15,70.1,67.25,"DUBAI",7,2006-05-15
2006-05-11,2007-01-15,70.55,67.25,"DUBAI",8,2006-05-15
2006-05-11,2007-02-15,70.55,67.25,"DUBAI",9,2006-05-15
2006-05-11,2007-03-15,70.55,67.25,"DUBAI",10,2006-05-15
2006-05-15,2006-05-15,65.02,65.02,"DUBAI",0,2006-05-15
2006-05-15,2006-06-15,66.38,65.02,"DUBAI",1,2006-05-15
2006-05-15,2006-07-15,66.97,65.02,"DUBAI",2,2006-05-15
2006-05-15,2006-08-15,67.72,65.02,"DUBAI",3,2006-05-15
2006-05-15,2006-09-15,67.72,65.02,"DUBAI",4,2006-05-15
2006-05-15,2006-10-15,68.6,65.02,"DUBAI",5,2006-05-15
2006-05-15,2006-11-15,68.6,65.02,"DUBAI",6,2006-05-15
2006-05-15,2006-12-15,68.6,65.02,"DUBAI",7,2006-05-15
2006-05-15,2007-01-15,69.04,65.02,"DUBAI",8,2006-05-15
2006-05-15,2007-02-15,69.04,65.02,"DUBAI",9,2006-05-15
2006-05-15,2007-03-15,69.04,65.02,"DUBAI",10,2006-05-15
2006-05-16,2006-05-15,63.85,63.85,"DUBAI",0,2006-05-15
2006-05-16,2006-06-15,63.94,63.85,"DUBAI",1,2006-05-15
2006-05-16,2006-07-15,64.53,63.85,"DUBAI",2,2006-05-15
2006-05-16,2006-08-15,65.295,63.85,"DUBAI",3,2006-05-15
2006-05-16,2006-09-15,65.295,63.85,"DUBAI",4,2006-05-15
2006-05-16,2006-10-15,66.24,63.85,"DUBAI",5,2006-05-15
2006-05-16,2006-11-15,66.24,63.85,"DUBAI",6,2006-05-15
2006-05-16,2006-12-15,66.24,63.85,"DUBAI",7,2006-05-15
2006-05-16,2007-01-15,66.77,63.85,"DUBAI",8,2006-05-15
2006-05-16,2007-02-15,66.77,63.85,"DUBAI",9,2006-05-15
2006-05-16,2007-03-15,66.77,63.85,"DUBAI",10,2006-05-15
2006-05-17,2006-05-15,64.32,64.32,"DUBAI",0,2006-05-15
2006-05-17,2006-06-15,64.81,64.32,"DUBAI",1,2006-05-15
2006-05-17,2006-07-15,65.38,64.32,"DUBAI",2,2006-05-15
2006-05-17,2006-08-15,65.9,64.32,"DUBAI",3,2006-05-15
2006-05-17,2006-09-15,66.36,64.32,"DUBAI",4,2006-05-15
2006-05-17,2006-10-15,67.09,64.32,"DUBAI",5,2006-05-15
2006-05-17,2006-11-15,67.09,64.32,"DUBAI",6,2006-05-15
2006-05-17,2006-12-15,67.09,64.32,"DUBAI",7,2006-05-15
2006-05-17,2007-01-15,67.63,64.32,"DUBAI",8,2006-05-15
2006-05-17,2007-02-15,67.63,64.32,"DUBAI",9,2006-05-15
2006-05-17,2007-03-15,67.63,64.32,"DUBAI",10,2006-05-15
2006-05-18,2006-05-15,62.9,62.9,"DUBAI",0,2006-05-15
2006-05-18,2006-06-15,63.48,62.9,"DUBAI",1,2006-05-15
2006-05-18,2006-07-15,64.06,62.9,"DUBAI",2,2006-05-15
2006-05-18,2006-08-15,64.61,62.9,"DUBAI",3,2006-05-15
2006-05-18,2006-09-15,65.1,62.9,"DUBAI",4,2006-05-15
2006-05-18,2006-10-15,65.88,62.9,"DUBAI",5,2006-05-15
2006-05-18,2006-11-15,65.88,62.9,"DUBAI",6,2006-05-15
2006-05-18,2006-12-15,65.88,62.9,"DUBAI",7,2006-05-15
2006-05-18,2007-01-15,66.57,62.9,"DUBAI",8,2006-05-15
2006-05-18,2007-02-15,66.57,62.9,"DUBAI",9,2006-05-15
2006-05-18,2007-03-15,66.57,62.9,"DUBAI",10,2006-05-15
2006-05-19,2006-05-15,64.02,64.02,"DUBAI",0,2006-05-15
2006-05-19,2006-06-15,64.79,64.02,"DUBAI",1,2006-05-15
2006-05-19,2006-07-15,65.34,64.02,"DUBAI",2,2006-05-15
2006-05-19,2006-08-15,65.89,64.02,"DUBAI",3,2006-05-15
2006-05-19,2006-09-15,66.38,64.02,"DUBAI",4,2006-05-15
2006-05-19,2006-10-15,67.2,64.02,"DUBAI",5,2006-05-15
2006-05-19,2006-11-15,67.2,64.02,"DUBAI",6,2006-05-15
2006-05-19,2006-12-15,67.2,64.02,"DUBAI",7,2006-05-15
2006-05-19,2007-01-15,67.96,64.02,"DUBAI",8,2006-05-15
2006-05-19,2007-02-15,67.96,64.02,"DUBAI",9,2006-05-15
2006-05-19,2007-03-15,67.96,64.02,"DUBAI",10,2006-05-15
2006-05-22,2006-05-15,62.17,62.17,"DUBAI",0,2006-05-15
2006-05-22,2006-06-15,63.71,62.17,"DUBAI",1,2006-05-15
2006-05-22,2006-07-15,64.25,62.17,"DUBAI",2,2006-05-15
2006-05-22,2006-08-15,64.79,62.17,"DUBAI",3,2006-05-15
2006-05-22,2006-09-15,65.27,62.17,"DUBAI",4,2006-05-15
2006-05-22,2006-10-15,66.08,62.17,"DUBAI",5,2006-05-15
2006-05-22,2006-11-15,66.08,62.17,"DUBAI",6,2006-05-15
2006-05-22,2006-12-15,66.08,62.17,"DUBAI",7,2006-05-15
2006-05-22,2007-01-15,66.82,62.17,"DUBAI",8,2006-05-15
2006-05-22,2007-02-15,66.82,62.17,"DUBAI",9,2006-05-15
2006-05-22,2007-03-15,66.82,62.17,"DUBAI",10,2006-05-15
2006-05-23,2006-05-15,63.99,63.99,"DUBAI",0,2006-05-15
2006-05-23,2006-06-15,64.45,63.99,"DUBAI",1,2006-05-15
2006-05-23,2006-07-15,64.96,63.99,"DUBAI",2,2006-05-15
2006-05-23,2006-08-15,65.49,63.99,"DUBAI",3,2006-05-15
2006-05-23,2006-09-15,65.96,63.99,"DUBAI",4,2006-05-15
2006-05-23,2006-10-15,66.76,63.99,"DUBAI",5,2006-05-15
2006-05-23,2006-11-15,66.76,63.99,"DUBAI",6,2006-05-15
2006-05-23,2006-12-15,66.76,63.99,"DUBAI",7,2006-05-15
2006-05-23,2007-01-15,67.51,63.99,"DUBAI",8,2006-05-15
2006-05-23,2007-02-15,67.51,63.99,"DUBAI",9,2006-05-15
2006-05-23,2007-03-15,67.51,63.99,"DUBAI",10,2006-05-15
2006-05-24,2006-05-15,64.66,64.66,"DUBAI",0,2006-05-15
2006-05-24,2006-06-15,65.25,64.66,"DUBAI",1,2006-05-15
2006-05-24,2006-07-15,65.73,64.66,"DUBAI",2,2006-05-15
2006-05-24,2006-08-15,66.24,64.66,"DUBAI",3,2006-05-15
2006-05-24,2006-09-15,66.69,64.66,"DUBAI",4,2006-05-15
2006-05-24,2006-10-15,67.47,64.66,"DUBAI",5,2006-05-15
2006-05-24,2006-11-15,67.47,64.66,"DUBAI",6,2006-05-15
2006-05-24,2006-12-15,67.47,64.66,"DUBAI",7,2006-05-15
2006-05-24,2007-01-15,68.16,64.66,"DUBAI",8,2006-05-15
2006-05-24,2007-02-15,68.16,64.66,"DUBAI",9,2006-05-15
2006-05-24,2007-03-15,68.16,64.66,"DUBAI",10,2006-05-15
2006-05-25,2006-05-15,63.46,63.46,"DUBAI",0,2006-05-15
2006-05-25,2006-06-15,63.96,63.46,"DUBAI",1,2006-05-15
2006-05-25,2006-07-15,64.43,63.46,"DUBAI",2,2006-05-15
2006-05-25,2006-08-15,64.94,63.46,"DUBAI",3,2006-05-15
2006-05-25,2006-09-15,65.36,63.46,"DUBAI",4,2006-05-15
2006-05-25,2006-10-15,66.13,63.46,"DUBAI",5,2006-05-15
2006-05-25,2006-11-15,66.13,63.46,"DUBAI",6,2006-05-15
2006-05-25,2006-12-15,66.13,63.46,"DUBAI",7,2006-05-15
2006-05-25,2007-01-15,66.77,63.46,"DUBAI",8,2006-05-15
2006-05-25,2007-02-15,66.77,63.46,"DUBAI",9,2006-05-15
2006-05-25,2007-03-15,66.77,63.46,"DUBAI",10,2006-05-15
2006-05-26,2006-05-15,64.95,64.95,"DUBAI",0,2006-05-15
2006-05-26,2006-06-15,65.65,64.95,"DUBAI",1,2006-05-15
2006-05-26,2006-07-15,66.11,64.95,"DUBAI",2,2006-05-15
2006-05-26,2006-08-15,66.61,64.95,"DUBAI",3,2006-05-15
2006-05-26,2006-09-15,67.02,64.95,"DUBAI",4,2006-05-15
2006-05-26,2006-10-15,67.75,64.95,"DUBAI",5,2006-05-15
2006-05-26,2006-11-15,67.75,64.95,"DUBAI",6,2006-05-15
2006-05-26,2006-12-15,67.75,64.95,"DUBAI",7,2006-05-15
2006-05-26,2007-01-15,68.3,64.95,"DUBAI",8,2006-05-15
2006-05-26,2007-02-15,68.3,64.95,"DUBAI",9,2006-05-15
2006-05-26,2007-03-15,68.3,64.95,"DUBAI",10,2006-05-15
2006-05-29,2006-05-15,64.95,64.95,"DUBAI",0,2006-05-15
2006-05-29,2006-06-15,65.54,64.95,"DUBAI",1,2006-05-15
2006-05-29,2006-07-15,66.01,64.95,"DUBAI",2,2006-05-15
2006-05-29,2006-08-15,66.53,64.95,"DUBAI",3,2006-05-15
2006-05-29,2006-09-15,66.93,64.95,"DUBAI",4,2006-05-15
2006-05-29,2006-10-15,67.63,64.95,"DUBAI",5,2006-05-15
2006-05-29,2006-11-15,67.63,64.95,"DUBAI",6,2006-05-15
2006-05-29,2006-12-15,67.63,64.95,"DUBAI",7,2006-05-15
2006-05-29,2007-01-15,68.13,64.95,"DUBAI",8,2006-05-15
2006-05-29,2007-02-15,68.13,64.95,"DUBAI",9,2006-05-15
2006-05-29,2007-03-15,68.13,64.95,"DUBAI",10,2006-05-15
2006-05-30,2006-05-15,64.97,64.97,"DUBAI",0,2006-05-15
2006-05-30,2006-06-15,65.73,64.97,"DUBAI",1,2006-05-15
2006-05-30,2006-07-15,66.18,64.97,"DUBAI",2,2006-05-15
2006-05-30,2006-08-15,66.7,64.97,"DUBAI",3,2006-05-15
2006-05-30,2006-09-15,67.1,64.97,"DUBAI",4,2006-05-15
2006-05-30,2006-10-15,67.8,64.97,"DUBAI",5,2006-05-15
2006-05-30,2006-11-15,67.8,64.97,"DUBAI",6,2006-05-15
2006-05-30,2006-12-15,67.8,64.97,"DUBAI",7,2006-05-15
2006-05-30,2007-01-15,68.31,64.97,"DUBAI",8,2006-05-15
2006-05-30,2007-02-15,68.31,64.97,"DUBAI",9,2006-05-15
2006-05-30,2007-03-15,68.31,64.97,"DUBAI",10,2006-05-15
2006-05-31,2006-05-15,65.25,65.25,"DUBAI",0,2006-05-15
2006-05-31,2006-06-15,65.95,65.25,"DUBAI",1,2006-05-15
2006-05-31,2006-07-15,66.34,65.25,"DUBAI",2,2006-05-15
2006-05-31,2006-08-15,66.86,65.25,"DUBAI",3,2006-05-15
2006-05-31,2006-09-15,67.26,65.25,"DUBAI",4,2006-05-15
2006-05-31,2006-10-15,67.96,65.25,"DUBAI",5,2006-05-15
2006-05-31,2006-11-15,67.96,65.25,"DUBAI",6,2006-05-15
2006-05-31,2006-12-15,67.96,65.25,"DUBAI",7,2006-05-15
2006-05-31,2007-01-15,68.45,65.25,"DUBAI",8,2006-05-15
2006-05-31,2007-02-15,68.45,65.25,"DUBAI",9,2006-05-15
2006-05-31,2007-03-15,68.45,65.25,"DUBAI",10,2006-05-15
2006-06-01,2006-06-15,65.22,65.22,"DUBAI",0,2006-06-15
2006-06-01,2006-07-15,66.04,65.22,"DUBAI",1,2006-06-15
2006-06-01,2006-08-15,66.54,65.22,"DUBAI",2,2006-06-15
2006-06-01,2006-09-15,66.95,65.22,"DUBAI",3,2006-06-15
2006-06-01,2006-10-15,67.65,65.22,"DUBAI",4,2006-06-15
2006-06-01,2006-11-15,67.65,65.22,"DUBAI",5,2006-06-15
2006-06-01,2006-12-15,67.65,65.22,"DUBAI",6,2006-06-15
2006-06-01,2007-01-15,68.21,65.22,"DUBAI",7,2006-06-15
2006-06-01,2007-02-15,68.21,65.22,"DUBAI",8,2006-06-15
2006-06-01,2007-03-15,68.21,65.22,"DUBAI",9,2006-06-15
2006-06-02,2006-06-15,65.21,65.21,"DUBAI",0,2006-06-15
2006-06-02,2006-07-15,65.43,65.21,"DUBAI",1,2006-06-15
2006-06-02,2006-08-15,65.95,65.21,"DUBAI",2,2006-06-15
2006-06-02,2006-09-15,66.32,65.21,"DUBAI",3,2006-06-15
2006-06-02,2006-10-15,67.03,65.21,"DUBAI",4,2006-06-15
2006-06-02,2006-11-15,67.03,65.21,"DUBAI",5,2006-06-15
2006-06-02,2006-12-15,67.03,65.21,"DUBAI",6,2006-06-15
2006-06-02,2007-01-15,67.62,65.21,"DUBAI",7,2006-06-15
2006-06-02,2007-02-15,67.62,65.21,"DUBAI",8,2006-06-15
2006-06-02,2007-03-15,67.62,65.21,"DUBAI",9,2006-06-15
2006-06-05,2006-06-15,67.33,67.33,"DUBAI",0,2006-06-15
2006-06-05,2006-07-15,67.18,67.33,"DUBAI",1,2006-06-15
2006-06-05,2006-08-15,67.69,67.33,"DUBAI",2,2006-06-15
2006-06-05,2006-09-15,68.08,67.33,"DUBAI",3,2006-06-15
2006-06-05,2006-10-15,68.78,67.33,"DUBAI",4,2006-06-15
2006-06-05,2006-11-15,68.78,67.33,"DUBAI",5,2006-06-15
2006-06-05,2006-12-15,68.78,67.33,"DUBAI",6,2006-06-15
2006-06-05,2007-01-15,69.36,67.33,"DUBAI",7,2006-06-15
2006-06-05,2007-02-15,69.36,67.33,"DUBAI",8,2006-06-15
2006-06-05,2007-03-15,69.36,67.33,"DUBAI",9,2006-06-15
2006-06-06,2006-06-15,66.72,66.72,"DUBAI",0,2006-06-15
2006-06-06,2006-07-15,67.14,66.72,"DUBAI",1,2006-06-15
2006-06-06,2006-08-15,67.67,66.72,"DUBAI",2,2006-06-15
2006-06-06,2006-09-15,68.08,66.72,"DUBAI",3,2006-06-15
2006-06-06,2006-10-15,68.83,66.72,"DUBAI",4,2006-06-15
2006-06-06,2006-11-15,68.83,66.72,"DUBAI",5,2006-06-15
2006-06-06,2006-12-15,68.83,66.72,"DUBAI",6,2006-06-15
2006-06-06,2007-01-15,69.46,66.72,"DUBAI",7,2006-06-15
2006-06-06,2007-02-15,69.46,66.72,"DUBAI",8,2006-06-15
2006-06-06,2007-03-15,69.46,66.72,"DUBAI",9,2006-06-15
2006-06-07,2006-06-15,66.55,66.55,"DUBAI",0,2006-06-15
2006-06-07,2006-07-15,66.79,66.55,"DUBAI",1,2006-06-15
2006-06-07,2006-08-15,67.33,66.55,"DUBAI",2,2006-06-15
2006-06-07,2006-09-15,67.75,66.55,"DUBAI",3,2006-06-15
2006-06-07,2006-10-15,68.52,66.55,"DUBAI",4,2006-06-15
2006-06-07,2006-11-15,68.52,66.55,"DUBAI",5,2006-06-15
2006-06-07,2006-12-15,68.52,66.55,"DUBAI",6,2006-06-15
2006-06-07,2007-01-15,69.19,66.55,"DUBAI",7,2006-06-15
2006-06-07,2007-02-15,69.19,66.55,"DUBAI",8,2006-06-15
2006-06-07,2007-03-15,69.19,66.55,"DUBAI",9,2006-06-15
2006-06-08,2006-06-15,64.42,64.42,"DUBAI",0,2006-06-15
2006-06-08,2006-07-15,65.41,64.42,"DUBAI",1,2006-06-15
2006-06-08,2006-08-15,65.96,64.42,"DUBAI",2,2006-06-15
2006-06-08,2006-09-15,66.42,64.42,"DUBAI",3,2006-06-15
2006-06-08,2006-10-15,67.24,64.42,"DUBAI",4,2006-06-15
2006-06-08,2006-11-15,67.24,64.42,"DUBAI",5,2006-06-15
2006-06-08,2006-12-15,67.24,64.42,"DUBAI",6,2006-06-15
2006-06-08,2007-01-15,68.03,64.42,"DUBAI",7,2006-06-15
2006-06-08,2007-02-15,68.03,64.42,"DUBAI",8,2006-06-15
2006-06-08,2007-03-15,68.03,64.42,"DUBAI",9,2006-06-15
2006-06-09,2006-06-15,65.13,65.13,"DUBAI",0,2006-06-15
2006-06-09,2006-07-15,65.62,65.13,"DUBAI",1,2006-06-15
2006-06-09,2006-08-15,66.15,65.13,"DUBAI",2,2006-06-15
2006-06-09,2006-09-15,66.59,65.13,"DUBAI",3,2006-06-15
2006-06-09,2006-10-15,67.38,65.13,"DUBAI",4,2006-06-15
2006-06-09,2006-11-15,67.38,65.13,"DUBAI",5,2006-06-15
2006-06-09,2006-12-15,67.38,65.13,"DUBAI",6,2006-06-15
2006-06-09,2007-01-15,68.16,65.13,"DUBAI",7,2006-06-15
2006-06-09,2007-02-15,68.16,65.13,"DUBAI",8,2006-06-15
2006-06-09,2007-03-15,68.16,65.13,"DUBAI",9,2006-06-15
2006-06-12,2006-06-15,66.77,66.77,"DUBAI",0,2006-06-15
2006-06-12,2006-07-15,66.52,66.77,"DUBAI",1,2006-06-15
2006-06-12,2006-08-15,67.01,66.77,"DUBAI",2,2006-06-15
2006-06-12,2006-09-15,67.41,66.77,"DUBAI",3,2006-06-15
2006-06-12,2006-10-15,68.16,66.77,"DUBAI",4,2006-06-15
2006-06-12,2006-11-15,68.16,66.77,"DUBAI",5,2006-06-15
2006-06-12,2006-12-15,68.16,66.77,"DUBAI",6,2006-06-15
2006-06-12,2007-01-15,68.87,66.77,"DUBAI",7,2006-06-15
2006-06-12,2007-02-15,68.87,66.77,"DUBAI",8,2006-06-15
2006-06-12,2007-03-15,68.87,66.77,"DUBAI",9,2006-06-15
2006-06-13,2006-06-15,64.31,64.31,"DUBAI",0,2006-06-15
2006-06-13,2006-07-15,65.13,64.31,"DUBAI",1,2006-06-15
2006-06-13,2006-08-15,65.63,64.31,"DUBAI",2,2006-06-15
2006-06-13,2006-09-15,66.04,64.31,"DUBAI",3,2006-06-15
2006-06-13,2006-10-15,66.8,64.31,"DUBAI",4,2006-06-15
2006-06-13,2006-11-15,66.8,64.31,"DUBAI",5,2006-06-15
2006-06-13,2006-12-15,66.8,64.31,"DUBAI",6,2006-06-15
2006-06-13,2007-01-15,67.5,64.31,"DUBAI",7,2006-06-15
2006-06-13,2007-02-15,67.5,64.31,"DUBAI",8,2006-06-15
2006-06-13,2007-03-15,67.5,64.31,"DUBAI",9,2006-06-15
2006-06-14,2006-06-15,63.51,63.51,"DUBAI",0,2006-06-15
2006-06-14,2006-07-15,63.22,63.51,"DUBAI",1,2006-06-15
2006-06-14,2006-08-15,63.71,63.51,"DUBAI",2,2006-06-15
2006-06-14,2006-09-15,64.14,63.51,"DUBAI",3,2006-06-15
2006-06-14,2006-10-15,64.91,63.51,"DUBAI",4,2006-06-15
2006-06-14,2006-11-15,64.91,63.51,"DUBAI",5,2006-06-15
2006-06-14,2006-12-15,64.91,63.51,"DUBAI",6,2006-06-15
2006-06-14,2007-01-15,65.62,63.51,"DUBAI",7,2006-06-15
2006-06-14,2007-02-15,65.62,63.51,"DUBAI",8,2006-06-15
2006-06-14,2007-03-15,65.62,63.51,"DUBAI",9,2006-06-15
2006-06-15,2006-06-15,63.96,63.96,"DUBAI",0,2006-06-15
2006-06-15,2006-07-15,63.84,63.96,"DUBAI",1,2006-06-15
2006-06-15,2006-08-15,64.32,63.96,"DUBAI",2,2006-06-15
2006-06-15,2006-09-15,64.71,63.96,"DUBAI",3,2006-06-15
2006-06-15,2006-10-15,65.47,63.96,"DUBAI",4,2006-06-15
2006-06-15,2006-11-15,65.47,63.96,"DUBAI",5,2006-06-15
2006-06-15,2006-12-15,65.47,63.96,"DUBAI",6,2006-06-15
2006-06-15,2007-01-15,66.19,63.96,"DUBAI",7,2006-06-15
2006-06-15,2007-02-15,66.19,63.96,"DUBAI",8,2006-06-15
2006-06-15,2007-03-15,66.19,63.96,"DUBAI",9,2006-06-15
2006-06-16,2006-06-15,63.91,63.91,"DUBAI",0,2006-06-15
2006-06-16,2006-07-15,64.25,63.91,"DUBAI",1,2006-06-15
2006-06-16,2006-08-15,64.71,63.91,"DUBAI",2,2006-06-15
2006-06-16,2006-09-15,64.67,63.91,"DUBAI",3,2006-06-15
2006-06-16,2006-10-15,65.79,63.91,"DUBAI",4,2006-06-15
2006-06-16,2006-11-15,65.79,63.91,"DUBAI",5,2006-06-15
2006-06-16,2006-12-15,65.79,63.91,"DUBAI",6,2006-06-15
2006-06-16,2007-01-15,66.5,63.91,"DUBAI",7,2006-06-15
2006-06-16,2007-02-15,66.5,63.91,"DUBAI",8,2006-06-15
2006-06-16,2007-03-15,66.5,63.91,"DUBAI",9,2006-06-15
2006-06-19,2006-06-15,63.48,63.48,"DUBAI",0,2006-06-15
2006-06-19,2006-07-15,64.12,63.48,"DUBAI",1,2006-06-15
2006-06-19,2006-08-15,64.6,63.48,"DUBAI",2,2006-06-15
2006-06-19,2006-09-15,64.55,63.48,"DUBAI",3,2006-06-15
2006-06-19,2006-10-15,65.68,63.48,"DUBAI",4,2006-06-15
2006-06-19,2006-11-15,65.68,63.48,"DUBAI",5,2006-06-15
2006-06-19,2006-12-15,65.68,63.48,"DUBAI",6,2006-06-15
2006-06-19,2007-01-15,66.51,63.48,"DUBAI",7,2006-06-15
2006-06-19,2007-02-15,66.51,63.48,"DUBAI",8,2006-06-15
2006-06-19,2007-03-15,66.51,63.48,"DUBAI",9,2006-06-15
2006-06-20,2006-06-15,63.66,63.66,"DUBAI",0,2006-06-15
2006-06-20,2006-07-15,63.61,63.66,"DUBAI",1,2006-06-15
2006-06-20,2006-08-15,64.09,63.66,"DUBAI",2,2006-06-15
2006-06-20,2006-09-15,64.04,63.66,"DUBAI",3,2006-06-15
2006-06-20,2006-10-15,65.18,63.66,"DUBAI",4,2006-06-15
2006-06-20,2006-11-15,65.18,63.66,"DUBAI",5,2006-06-15
2006-06-20,2006-12-15,65.18,63.66,"DUBAI",6,2006-06-15
2006-06-20,2007-01-15,65.98,63.66,"DUBAI",7,2006-06-15
2006-06-20,2007-02-15,65.98,63.66,"DUBAI",8,2006-06-15
2006-06-20,2007-03-15,65.98,63.66,"DUBAI",9,2006-06-15
2006-06-21,2006-06-15,63.05,63.05,"DUBAI",0,2006-06-15
2006-06-21,2006-07-15,63.73,63.05,"DUBAI",1,2006-06-15
2006-06-21,2006-08-15,64.15,63.05,"DUBAI",2,2006-06-15
2006-06-21,2006-09-15,64.12,63.05,"DUBAI",3,2006-06-15
2006-06-21,2006-10-15,65.2,63.05,"DUBAI",4,2006-06-15
2006-06-21,2006-11-15,65.2,63.05,"DUBAI",5,2006-06-15
2006-06-21,2006-12-15,65.2,63.05,"DUBAI",6,2006-06-15
2006-06-21,2007-01-15,65.99,63.05,"DUBAI",7,2006-06-15
2006-06-21,2007-02-15,65.99,63.05,"DUBAI",8,2006-06-15
2006-06-21,2007-03-15,65.99,63.05,"DUBAI",9,2006-06-15
2006-06-22,2006-06-15,64.99,64.99,"DUBAI",0,2006-06-15
2006-06-22,2006-07-15,64.63,64.99,"DUBAI",1,2006-06-15
2006-06-22,2006-08-15,65.05,64.99,"DUBAI",2,2006-06-15
2006-06-22,2006-09-15,65,64.99,"DUBAI",3,2006-06-15
2006-06-22,2006-10-15,65.97,64.99,"DUBAI",4,2006-06-15
2006-06-22,2006-11-15,65.97,64.99,"DUBAI",5,2006-06-15
2006-06-22,2006-12-15,65.97,64.99,"DUBAI",6,2006-06-15
2006-06-22,2007-01-15,66.71,64.99,"DUBAI",7,2006-06-15
2006-06-22,2007-02-15,66.71,64.99,"DUBAI",8,2006-06-15
2006-06-22,2007-03-15,66.71,64.99,"DUBAI",9,2006-06-15
2006-06-23,2006-06-15,64.85,64.85,"DUBAI",0,2006-06-15
2006-06-23,2006-07-15,65.43,64.85,"DUBAI",1,2006-06-15
2006-06-23,2006-08-15,65.85,64.85,"DUBAI",2,2006-06-15
2006-06-23,2006-09-15,65.78,64.85,"DUBAI",3,2006-06-15
2006-06-23,2006-10-15,66.74,64.85,"DUBAI",4,2006-06-15
2006-06-23,2006-11-15,66.74,64.85,"DUBAI",5,2006-06-15
2006-06-23,2006-12-15,66.74,64.85,"DUBAI",6,2006-06-15
2006-06-23,2007-01-15,67.47,64.85,"DUBAI",7,2006-06-15
2006-06-23,2007-02-15,67.47,64.85,"DUBAI",8,2006-06-15
2006-06-23,2007-03-15,67.47,64.85,"DUBAI",9,2006-06-15
2006-06-26,2006-06-15,64.99,64.99,"DUBAI",0,2006-06-15
2006-06-26,2006-07-15,65.4,64.99,"DUBAI",1,2006-06-15
2006-06-26,2006-08-15,65.82,64.99,"DUBAI",2,2006-06-15
2006-06-26,2006-09-15,65.76,64.99,"DUBAI",3,2006-06-15
2006-06-26,2006-10-15,66.75,64.99,"DUBAI",4,2006-06-15
2006-06-26,2006-11-15,66.75,64.99,"DUBAI",5,2006-06-15
2006-06-26,2006-12-15,66.75,64.99,"DUBAI",6,2006-06-15
2006-06-26,2007-01-15,67.46,64.99,"DUBAI",7,2006-06-15
2006-06-26,2007-02-15,67.46,64.99,"DUBAI",8,2006-06-15
2006-06-26,2007-03-15,67.46,64.99,"DUBAI",9,2006-06-15
